,name,Show,principal component 1,principal component 2,principal component 3
270,Odo,Star Trek: Deep Space Nine,-6.8864665363638995,-9.83883185733507,4.434206248780331
271,Worf,Star Trek: Deep Space Nine,-4.327176146544815,-10.740782428979168,1.5131040917270786
272,Nog,Star Trek: Deep Space Nine,-0.5714452405141005,3.354565254939999,1.2971701374819316
273,Quark,Star Trek: Deep Space Nine,9.652351905536758,-2.250551260592896,-2.924738465094963
274,Benjamin Sisko,Star Trek: Deep Space Nine,-10.551790444688928,-4.449459673849637,-6.284947334051304
275,Elim Garak,Star Trek: Deep Space Nine,2.6613381047771165,-5.215103096479512,-5.24647578583497
276,Kira Nerys,Star Trek: Deep Space Nine,-3.808031947881036,-6.6945066091402685,-5.0319635826990075
277,Julian Bashir,Star Trek: Deep Space Nine,-6.472258696393312,1.1159537568702202,-2.3172535613322087
278,Dukat,Star Trek: Deep Space Nine,7.021939242589205,-12.38285651377025,1.1049216187401445
279,Rom,Star Trek: Deep Space Nine,0.07125714079409286,10.019828755099491,7.231526076423429
280,Miles O'Brien,Star Trek: Deep Space Nine,-7.940542160215182,0.0976897002617118,2.1763601581962515
281,Jake Sisko,Star Trek: Deep Space Nine,-4.535442992305473,8.409081221132205,-1.039239497238129
282,Winn Adami,Star Trek: Deep Space Nine,5.219678826938768,-8.530410675886493,7.173243060299521
283,Kasidy Yates,Star Trek: Deep Space Nine,-6.183574623370042,2.189898877636434,-4.91350861663023
284,Patrick Jane,The Mentalist,-0.04963359241823736,1.3852562078136148,-11.87516347297132
285,Teresa Lisbon,The Mentalist,-8.879078962052299,-5.90302518390465,0.4651874001705865
286,Kimball Cho,The Mentalist,-9.797442884024631,-7.355279335054232,2.5802485906081873
287,Wayne Rigsby,The Mentalist,-5.89517168959847,3.612325956733671,4.617654012780804
288,Grace Van Pelt,The Mentalist,-9.608553445258465,-0.28299970585151635,0.27532719624205604
289,Red John,The Mentalist,10.519269667075953,-8.100053006536102,1.0343245173629143
290,Lincoln Burrows,Prison Break,-0.6416399250367584,-1.9177195508334692,-0.46115773227700746
291,Michael Scofield,Prison Break,-9.004578732317983,-6.839889048344971,-7.013460030069875
292,Veronica Donovan,Prison Break,-6.814028894811076,-1.7575186542618366,2.3373276296030516
293,Fernando Sucre,Prison Break,-3.592808031370849,7.761323137520681,-3.617454532468784
294,"Lincoln 'L.J.' Burrows, Jr.",Prison Break,4.049656722514076,6.058920429912763,4.414924474372733
295,Brad Bellick,Prison Break,13.813913275333638,-2.5602715034984826,10.936552189713366
296,Theodore 'T-Bag' Bagwell ,Prison Break,16.373679671842176,-1.4218303038201272,-1.183474718829958
297,Sara Tancredi,Prison Break,-8.543520424313037,1.0351265434760655,1.2517119400470544
298,Benjamin Miles 'C-Note' Franklin,Prison Break,-0.1040508412788744,-0.9715443070260398,0.011095840280465627
299,John Abruzzi,Prison Break,10.466618323400866,-3.6366057073622957,1.1897652076659653
300,Jack Sparrow,Pirates of the Caribbean,11.328419134439493,7.03230389224295,-12.264207087841259
301,Hector Barbossa,Pirates of the Caribbean,9.977689253295138,-3.845867355850858,-4.728778799718376
302,Joshamee Gibbs,Pirates of the Caribbean,-0.012055216462781708,4.6387239368619655,2.0445676228691534
303,Will Turner,Pirates of the Caribbean,-3.961412549116413,2.061451797461406,-3.2359426986298434
304,Elizabeth Swann,Pirates of the Caribbean,-2.144165254152289,-2.0253638039553263,-7.646602197592665
305,James Norrington,Pirates of the Caribbean,0.27039053165832355,-6.407857018470828,13.136337317133979
306,Vincent Vega,Pulp Fiction,2.7163285302752387,1.5512836907121326,-0.8111615215314144
307,Jules Winnfield ,Pulp Fiction,-1.9105765496693425,-5.234218236073001,-5.653997418577023
308,Mia Wallace,Pulp Fiction,5.98875497243026,2.4928376578698512,-9.670067155821238
309,Ringo,Pulp Fiction,12.417782196532105,4.7803696809619485,1.1095553958973081
310,Marsellus Wallace,Pulp Fiction,4.150042915392924,-7.705425592017345,-3.630831084799644
311,Butch Coolidge,Pulp Fiction,4.123928481159857,-3.4278241496852946,-2.070071503027737
312,Jeff Winger,Community,8.673047865922934,-3.299934094626968,-3.4140578989724335
313,Britta Perry,Community,9.486789612210545,3.3698110434440176,-1.2000225108695843
314,Abed Nadir,Community,-5.790387346833112,2.1706800050770534,-3.359819306556281
315,Troy Barnes,Community,0.28907318385416186,14.508747949883519,-6.719937297608598
316,Annie Edison,Community,-9.101399256619708,1.9009715688102793,5.805018687292645
317,Shirley Bennett,Community,-7.545177291173713,4.333404381259801,3.475761086349315
318,Pierce Hawthorne,Community,17.327763796664527,1.791400898060316,6.212002020649382
319,Craig Pelton,Community,5.9831679831067275,12.027856386065519,0.6635690606734443
320,Ben Chang,Community,17.810689983639776,4.951540830519174,-2.2020356997739308
321,Ian Duncan,Community,11.447792351821668,5.835018491346499,7.283157266049483
322,Hannah Horvath,Girls,12.849859338489152,8.005111518000525,1.4351152744365212
323,Marnie Michaels,Girls,1.4625415821117094,-1.0620443524452479,8.186456743805946
324,Jessa Johansson,Girls,13.340065448795388,4.036470763593539,-9.890940526758747
325,Shoshanna Shapiro,Girls,-3.2601640032741477,4.715611453301551,4.19280682973159
326,Adam Sackler,Girls,8.478756641733673,2.1555809764203717,-3.9017787982526553
327,Ray Ploshansky,Girls,-0.18684225838923343,-0.5196605820558189,8.302968078026693
328,Marty Byrde,Ozark,-4.631709011009667,-7.7573131657913015,1.8901091413832913
329,Wendy Byrde,Ozark,0.9068441591745334,-7.0268875132668,-2.905202076569959
330,Charlotte Byrde,Ozark,0.5476331542277425,0.2708959847775442,0.121437529788321
331,Jonah Byrde,Ozark,-5.062077765025979,-1.331376856655876,0.6785991457011126
332,Ruth Langmore,Ozark,4.411640300011548,-5.389273261141938,-5.320560601833113
333,Rachel Garrison,Ozark,4.982442822083811,2.4536200811978905,5.641959373897761
334,Roy Petty,Ozark,12.317317561201657,-6.130717481873982,6.099595787575201
335,Jacob Snell,Ozark,5.784102774424969,-5.605915184210954,2.1198201609569445
336,Darlene Snell,Ozark,14.733637577807487,-6.647043971769678,1.2322833647294966
337,Wyatt Langmore,Ozark,2.818398689430043,5.745027093021226,5.830206530114938
338,Homer Simpson,The Simpsons,11.932165239824963,14.413584253251079,1.992525524726768
339,Bart Simpson,The Simpsons,13.513052720399742,6.703639559864544,-8.670862894126978
340,Marge Simpson,The Simpsons,-12.047591088083907,4.453177293092029,2.14202716424823
341,Lisa Simpson,The Simpsons,-11.52945809399668,-3.4496534804944288,-1.3840204005602572
342,Apu Nahasapeemapetilon,The Simpsons,-4.13073002658138,4.631742352158621,3.8920436222940853
343,Mr. Burns,The Simpsons,11.875657275462348,-11.903488234342738,6.450983534689884
344,Ned Flanders,The Simpsons,-12.731862298546698,6.17239068775553,9.653205354507781
345,Milhouse Van Houten,The Simpsons,-3.3964789526031254,9.271503503425514,15.937974179763001
346,Moe Szyslak,The Simpsons,11.775479581865984,1.691481957517785,7.451469671730312
347,Nelson Muntz,The Simpsons,17.424209038125223,1.3073720488922422,3.2946548382701857
348,Krusty the Clown,The Simpsons,18.060687952320226,4.276806611832216,0.5767995206551403
349,Edna Krabappel,The Simpsons,7.183871091522796,-0.7109867827447427,6.868105211376107
350,Waylon Smithers,The Simpsons,-7.3129340292400205,1.9185593682773028,11.855917834020632
351,Barney Gumble,The Simpsons,11.612592259756052,12.7022632892938,7.710253949329454
352,Principal Skinner,The Simpsons,0.9058200969780938,-0.46373214723800127,14.82826710084966
353,Cady Heron,Mean Girls,-0.6651428305129481,4.19896232460402,2.3980130606047503
354,Regina George,Mean Girls,10.504750126137473,-6.131597548701497,-2.838159269694806
355,Gretchen Wieners,Mean Girls,5.53775834486935,7.815207949759815,4.495007722167836
356,Karen Smith,Mean Girls,3.9489166195393453,15.879558987190752,2.8065756820017995
357,Janis Ian,Mean Girls,8.042826791025036,-1.874599273585268,-6.97246409387497
358,Damian Leigh,Mean Girls,1.9759570685817707,8.922264844255412,-7.0879381011568805
359,Aaron Samuels,Mean Girls,-1.5370487162535975,7.583468425983158,3.9610554299791385
360,Ms. Sharon Norbury,Mean Girls,-6.313934379595842,1.6159106503464855,0.8394195003913099
361,June George,Mean Girls,6.7046905965532835,12.080588269439406,-1.6413724237562872
362,Betsy Heron,Mean Girls,-5.450410078325405,-1.7062456730022435,5.7611371037259325
363,Don Draper,Mad Men,6.652914741116842,-7.07973809113519,-5.179829514589668
364,Peggy Olson,Mad Men,-4.10104074454263,-4.229056218160233,-3.2434691584941224
365,Pete Campbell,Mad Men,9.84058274240225,-2.528785788798713,9.6449106622921
366,Betty Draper,Mad Men,3.11058882643795,-1.8086410049326025,9.181141044842757
367,Joan Holloway,Mad Men,-2.435013029993555,-5.239809847662652,-9.512595491980639
368,Salvatore Romano,Mad Men,-0.15667026165682904,4.4978619834384235,-3.0104500031659636
369,Paul Kinsey,Mad Men,5.922908841249426,6.35827095850431,3.226147115803488
370,Ken Cosgrove,Mad Men,-3.878037851271418,4.313131582429454,4.800657990706264
371,Harry Crane,Mad Men,1.1527805198216876,3.7654337798876925,9.426774044254717
372,Rachel Menken,Mad Men,-2.093405064937822,-5.724338244417956,-1.654724543686176
373,Roger Sterling,Mad Men,8.040252562704369,-0.0814634737546003,-3.788674934195449
374,Bert Cooper,Mad Men,-2.0708302603930364,-0.866224238162547,0.15021964786344175
375,Henry Francis,Mad Men,-4.848575494985455,-6.072583222163278,8.751310581009516
376,Lane Pryce,Mad Men,-2.611025222921487,-2.0848222937111633,10.310802470504884
377,Stan Rizzo,Mad Men,5.4153380150118995,9.058996487093989,-4.815115556962259
378,Kurt Hummel,Glee,-1.276356969356427,4.089158349420099,-4.765826454932653
379,Sue Sylvester,Glee,9.861155290312599,-9.186944976512901,-2.796581869423428
380,Rachel Berry,Glee,1.6361410711770328,-2.8217224801984586,2.78246186205004
381,Will Schuester,Glee,-0.6229013347006795,5.903712475708976,3.7570068225880386
382,Artie Abrams,Glee,-4.454309910367365,2.6995442337038775,5.28299478408597
383,Santana Lopez,Glee,7.378311478700523,-4.2511498000121595,-9.6263847289455
384,Tina Cohen-Chang ,Glee,-0.9283827198723114,4.488515486950504,4.676723735291832
385,Mercedes Jones,Glee,-3.573635582756738,2.560570932090979,-9.344319015445008
386,Noah Puckerman,Glee,13.154446355888226,2.4667630023553735,-2.268499944389582
387,Brittany Pierce,Glee,1.422395698832478,15.152260265489863,-4.567751100282546
388,Jean-Luc Picard,Star Trek: The Next Generation,-13.506335055377575,-7.504409139859597,-3.787945909449121
389,William Riker,Star Trek: The Next Generation,-3.6171165680601627,-1.5469474050156922,-6.470451312665672
390,Geordi La Forge,Star Trek: The Next Generation,-11.672738058024718,-0.9477168674797227,-1.7320156501272193
391,Tasha Yar,Star Trek: The Next Generation,-2.585229275630237,-6.254044960318757,-1.42092381201976
392,Worf,Star Trek: The Next Generation,-2.553545634835014,-10.732967799891016,1.470122058295693
393,Beverly Crusher,Star Trek: The Next Generation,-12.88601923186333,-1.2237185877821026,-1.4904292220228823
394,Deanna Troi,Star Trek: The Next Generation,-10.455573420831433,5.440230452497578,-5.634363982942189
395,Wesley Crusher,Star Trek: The Next Generation,-3.0087468448356147,5.054700722706963,4.916414008277103
396,Data,Star Trek: The Next Generation,-14.108476312248689,-4.429803372975496,1.819163675814701
397,Guinan,Star Trek: The Next Generation,-9.135568090142097,3.6512262006342717,-10.149026827683944
398,Randle Patrick McMurphy,One Flew Over the Cuckoo's Nest,9.658671374864978,1.476886766295571,-10.983286840307931
399,Nurse Mildred Ratched,One Flew Over the Cuckoo's Nest,4.9015751017245925,-15.188330343157059,10.681152546472738
400,'Chief' Bromden,One Flew Over the Cuckoo's Nest,-6.864159251179681,-0.211507407880906,1.2496452473410018
401,Dale Harding,One Flew Over the Cuckoo's Nest,1.7790342069223264,0.7433541605085031,14.420063770468039
402,Billy Bibbit,One Flew Over the Cuckoo's Nest,-0.3489543918848774,12.070937895341284,4.961659056764228
403,Charlie Cheswick,One Flew Over the Cuckoo's Nest,3.8437672971379344,9.55231953300007,10.815577106875914
404,Spike Spiegel,Cowboy Bebop,2.8585804429780572,3.268635892048369,-10.88757537363882
405,Jet Black,Cowboy Bebop,-5.076669286834915,-5.331495773775549,-0.8630545999777679
406,Faye Valentine,Cowboy Bebop,7.766659625017531,-1.2658839135993507,-8.56028004447977
407,Ed,Cowboy Bebop,2.2548924761752738,11.580439169231223,-10.85090870320382
408,Vicious,Cowboy Bebop,8.024638549097343,-11.968752735908149,0.09326923354461375
409,Julia,Cowboy Bebop,-2.1688982087212727,-2.6497297365666643,3.355254825089031
410,John Michael Dorian,Scrubs,-1.1023361064495552,14.030521191818721,-1.014299873823268
411,Elliot Reid,Scrubs,-0.24390789933786913,5.4287272897087355,4.220848224276334
412,Christopher Turk,Scrubs,-0.7548033975694738,10.589791745830281,-7.129993989817208
413,Bob Kelso,Scrubs,6.281753353937648,-10.025215035657697,7.063034728694313
414,Perry Cox,Scrubs,4.919348757983138,-10.301074896077075,-2.2672147329124885
415,Carla Espinosa,Scrubs,-7.119594391870703,-1.9154297414519532,-5.246494176946645
416,Malcolm Reynolds,Firefly + Serenity,3.7145673038987943,-0.8859982235936495,-10.226614611016169
417,River Tam,Firefly + Serenity,2.5804052929028765,-1.287259905994592,-6.530838185665714
418,Inara Serra,Firefly + Serenity,-6.104821166813422,-1.3022609199723003,-10.379173966959216
419,Kaylee Frye,Firefly + Serenity,-6.81620477018966,10.845423805426183,-7.812538123363854
420,Zoe Washburne,Firefly + Serenity,-6.66424204428924,-7.048099978747823,-8.715557113910267
421,Hoban Washburne,Firefly + Serenity,-3.3822825530334475,11.701050286156642,-5.566490642484876
422,Jayne Cobb,Firefly + Serenity,15.039203116103804,-2.2748595323109715,-1.7578322817076295
423,Derrial Book,Firefly + Serenity,-13.687301227146047,-0.2483273190578179,-1.4386587366554568
424,Simon Tam,Firefly + Serenity,-9.645372023138462,-4.098027108829489,7.690193042778761
425,The Operative,Firefly + Serenity,-0.2607372423901504,-12.45628869023961,2.894444403860624
426,Jake Peralta,Brooklyn Nine-Nine,3.764414768820752,12.811517486878563,-9.981525223334017
427,Rosa Diaz ,Brooklyn Nine-Nine,3.0820561813972,-9.69255565352508,-7.854515728651611
428,Terry Jeffords,Brooklyn Nine-Nine,-10.740984197583328,3.9053044850301952,-2.92038114929278
429,Amy Santiago,Brooklyn Nine-Nine,-12.766320490698794,-3.267808984071847,3.0707038149378327
430,Charles Boyle,Brooklyn Nine-Nine,-5.127768357916895,13.553516895214262,4.285579539805807
431,Raymond Holt,Brooklyn Nine-Nine,-11.14388913779748,-10.742730849524124,1.859720733313938
432,Tyler Durden,Fight Club,10.621039246126294,-1.4422511158519224,-13.069243457589838
433,The Narrator,Fight Club,2.2108641995946257,1.0934003625607487,11.909442432611241
434,Marla Singer,Fight Club,13.098466559499748,4.286865761803905,-5.508073338246774
435,Forrest Gump,Forrest Gump,-10.023748009894078,9.44028257620252,-0.8270428840001811
436,Jenny Curran,Forrest Gump,7.763655179484588,7.300219157827247,-3.1987263931706433
437,Dan Taylor,Forrest Gump,7.987717893081289,0.036317963923461455,-1.9394227494390819
438,Benjamin 'Hawkeye' Pierce,M*A*S*H,2.389275533840365,3.424423080576524,-11.456854480912352
439,Margaret 'Hot Lips' Houlihan,M*A*S*H,-1.3501949161804931,-6.721705062207515,-0.6786321949971711
440,Maxwell Klinger,M*A*S*H,4.027514181097928,10.984765409010942,-7.59303000955126
441,Francis Mulcahy,M*A*S*H,-16.60135264325104,5.173755514329861,2.397397013266637
442,Frank Burns,M*A*S*H,7.089044165919984,-3.5291029896960366,15.183096629237149
443,Walter 'Radar' O'Reilly,M*A*S*H,-12.441726154954159,8.72111305550661,6.989228929495058
444,William Adama,Battlestar Galactica,-11.220857261352565,-10.236699550943783,-1.222001416582765
445,Laura Roslin,Battlestar Galactica,-10.406615807301057,-5.45974323930084,-1.5460926193012126
446,Kara 'Starbuck' Thrace,Battlestar Galactica,8.377423576240815,-2.6620836043521448,-11.597341678819884
447,Lee 'Apollo' Adama,Battlestar Galactica,-6.026967519875526,-3.755862110659651,0.7178641562196671
448,Gaius Baltar,Battlestar Galactica,12.677303781240509,0.7512812197542021,0.6575623800940672
449,Number Six,Battlestar Galactica,3.5926321724447243,-5.550981834366103,-9.788134062950208
450,Sharon 'Boomer' Valerii,Battlestar Galactica,-1.026375212839198,-3.6146093537950694,-2.8922623835480934
451,Saul Tigh,Battlestar Galactica,6.4261611689054465,-9.075953820756837,6.83921857311854
452,Galen Tyrol,Battlestar Galactica,-3.3416632518355263,-0.5740215501823304,3.916442240194176
453,Karl 'Helo' Agathon,Battlestar Galactica,-5.29397765333377,-1.782503544945742,-0.7759629859696096
454,Felix Gaeta,Battlestar Galactica,-4.454921262558402,-2.6657563278060756,6.69179196827491
455,Anastasia Dualla,Battlestar Galactica,-7.647155393199721,-2.5446850995960033,1.8081830322071808
456,Billy Keikeya,Battlestar Galactica,-9.62144696133499,4.757126838419113,9.76199210612421
457,Cally Henderson,Battlestar Galactica,-1.8671575528694024,6.356938626362232,6.189713904886731
458,Samuel 'Longshot' Anders,Battlestar Galactica,1.297957295901245,0.9413728567957473,-4.153093481626177
459,Annalise Keating,How To Get Away With Murder,1.4576637366594585,-11.150656192396918,-4.860937332044551
460,Nate Lahey,How To Get Away With Murder,-2.396178071259592,-4.239142260683912,2.1354883027491853
461,Connor Walsh,How To Get Away With Murder,4.901765892594149,0.6755980846949937,-2.6310430191124405
462,Michaela Pratt,How To Get Away With Murder,-1.1223674947382074,-6.89524760840249,3.034278012349637
463,Asher Millstone,How To Get Away With Murder,6.530016644165254,8.366348757617502,3.645613490289765
464,Frank Delfino,How To Get Away With Murder,7.85302014510267,-5.609007042924839,-1.9956163531737985
465,Bonnie Winterbottom,How To Get Away With Murder,2.5054878021544886,-4.828209144571682,8.696568321528236
466,Oliver Hampton,How To Get Away With Murder,-9.164987495547344,3.951934874256872,4.465010480013644
467,Laurel Castillo,How To Get Away With Murder,0.6897403140778232,-2.5532992549337172,0.4332100185827261
468,Wes Gibbins,How To Get Away With Murder,-4.297928846852388,2.206446319126944,1.431180919901033
469,Rachel Green,Friends,2.4935506109424215,7.538160180808886,-3.159998271170361
470,Monica Geller,Friends,-5.967299491596966,-4.442205851367365,2.1687374734848985
471,Phoebe Buffay,Friends,2.260634688952101,12.828848240314588,-11.481297132517293
472,Joey Tribbiani,Friends,4.645470253468932,15.290022835748692,-6.5124490509619815
473,Chandler Bing,Friends,0.8001627729816829,7.21275684799291,2.5009959724735054
474,Ross Geller,Friends,-1.726409772353314,-1.3422190403548209,12.908187803461882
475,Rick Blaine,Casablanca,0.020797783694904003,-6.469376630635062,-4.931442966498259
476,Ilsa Lund,Casablanca,-5.71635317155716,2.123474264423058,-0.6264294727996065
477,Victor Laszlo,Casablanca,-5.06345930949699,-2.499668134045282,-1.6037334363609368
478,Fox Mulder,The X-Files,0.5388656211279113,1.7090040281473704,-9.103974073526707
479,Dana Scully,The X-Files,-11.448622244777436,-8.021925257014184,1.333082912688908
480,Walter Skinner,The X-Files,-3.7820392034522614,-9.52350418939143,7.3933414721840345
481,Paul Atreides,Dune,-6.1772341135328,-3.6383724081184194,-5.906655676162394
482,Lady Jessica,Dune,-6.3055270432813115,-6.4310397733391325,-2.069910049773184
483,Duke Leto Atreides,Dune,-9.289253769940911,-5.01508987030516,-1.497787193948515
484,Baron Vladimir Harkonnen,Dune,18.330185058075323,-5.068662154196979,3.2510060576924316
485,Thufir Hawat,Dune,-2.1053606462416092,-8.033601864352503,7.785479108133474
486,Chani,Dune,-6.219834892107006,-3.9140869377183796,-4.421957366294039
487,Johnny,The Room,8.56434819457796,6.0581326853976565,-0.49516848613132197
488,Lisa ,The Room,16.185309360458294,3.521628595718588,2.898836957926305
489,Mark,The Room,6.54366935309565,5.50993989469409,1.8258427886844304
490,Denny,The Room,5.908491238417856,15.146538603877262,5.153307180008116
491,Peter,The Room,-2.0728806303585747,-1.3740801859205216,15.85952709801249
492,Michelle,The Room,4.398773857269153,2.1948724235434045,6.781470791209777
493,Leonard Hofstadter,The Big Bang Theory,-6.762097997189661,4.759494443408452,7.5026342021129215
494,Sheldon Cooper,The Big Bang Theory,-1.5990622148545284,-8.553208721805401,6.514327511354136
495,Penny,The Big Bang Theory,5.188597149504039,10.334095764004532,-6.953977211146366
496,Howard Wolowitz,The Big Bang Theory,4.200223070153849,6.897846195963115,3.8937535662085336
497,Raj Koothrappali,The Big Bang Theory,-2.9890642305750856,8.621828429784143,6.793673476548447
498,Leslie Winkle,The Big Bang Theory,5.388666628182153,-5.6427226828672845,0.03623827686847266
499,Bernadette Rostenkowski,The Big Bang Theory,-4.186162234937161,-2.672708075750115,-2.0576052188480545
500,Amy Farrah Fowler,The Big Bang Theory,-8.03933264268021,-2.255980508491829,3.0440305748861944
501,Stuart Bloom,The Big Bang Theory,3.698101807861015,7.564170867666008,14.989888750084226
502,Mary Cooper,The Big Bang Theory,-2.500081832753834,0.11322053207035672,5.867756359726912
503,Indiana Jones,Raiders of the Lost Ark,-0.8318272272290477,-2.4548128912248526,-11.491264604119989
504,Marion Ravenwood,Raiders of the Lost Ark,0.1616647552300984,-0.34386176002433416,-7.091441082782971
505,Dr. Rene Belloq,Raiders of the Lost Ark,6.757714955609065,-7.541386581636783,0.783173434521948
506,Major Arnold Toht,Raiders of the Lost Ark,9.961655582517226,-9.604992405043768,9.192671471004122
507,Sallah,Raiders of the Lost Ark,-3.7742736999355215,8.141050329609195,-4.073035131258676
508,Dr. Marcus Brody,Raiders of the Lost Ark,-6.587292299070911,1.3787366077728098,8.515731767709365
509,Richard Hendricks,Silicon Valley,-0.8941946770161705,1.1439869866909986,8.84704805921781
510,Erlich Bachman,Silicon Valley,17.988255652257266,7.629899895328724,-3.949771841347937
511,Nelson Bighetti,Silicon Valley,1.027894191299366,17.81864445190566,8.42430616546562
512,Bertram Gilfoyle,Silicon Valley,8.07624322590726,-9.750220225838746,-3.0492549721195434
513,Dinesh Chugtai,Silicon Valley,3.1747361271871335,3.2097350089020664,7.554416907178369
514,Peter Gregory,Silicon Valley,-0.5346767004633514,-4.124022532243672,3.014070671220968
515,Monica Hall,Silicon Valley,-7.689835365387073,-4.530730915241126,-1.5940964387239243
516,Jared Dunn,Silicon Valley,-11.901815342290552,2.1783858063734445,9.0705249104961
517,Gavin Belson,Silicon Valley,13.368517846443291,-6.9818696410945265,1.8240893678434649
518,Jian-Yang,Silicon Valley,13.559458691283323,-2.730674386359617,-0.2375546144815318
519,Aang,Avatar: The Last Airbender,-7.654315737919975,13.488050275400308,-7.270402537059574
520,Zuko,Avatar: The Last Airbender,1.3883001577411855,-5.413346251604322,-1.8402873731704978
521,Katara,Avatar: The Last Airbender,-12.452145642224545,0.9785304814713747,-3.0206988974549698
522,Toph Beifong,Avatar: The Last Airbender,3.3218563379853063,-4.136509724877675,-9.415063548165891
523,Sokka,Avatar: The Last Airbender,2.5486512327728676,8.355348333502148,-5.254361260387038
524,Azula,Avatar: The Last Airbender,9.1332129279196,-12.723565415058905,-2.937941354472652
525,Iroh,Avatar: The Last Airbender,-11.994801053506281,6.460331839963355,-7.919972388757463
526,Firelord Ozai,Avatar: The Last Airbender,9.975882685260515,-14.992159124055691,4.2255113131147874
527,Ty Lee,Avatar: The Last Airbender,-1.5380296387385795,11.46203455909678,-8.469929037267082
528,Hakoda,Avatar: The Last Airbender,-10.039230580296817,0.9595076422398163,-2.3234945494887445
529,Blondie,"The Good, the Bad, and the Ugly",-3.1840860637591533,-7.013500159265194,-6.295158191127508
530,Angel Eyes,"The Good, the Bad, and the Ugly",7.59572073128825,-8.706174917203098,-0.734564541555834
531,Tuco,"The Good, the Bad, and the Ugly",14.406727987446278,4.85982050452699,1.7880426107548462
532,Sherlock Holmes,Sherlock,4.160789808705279,-8.37816269875734,-5.895660972209657
533,Dr. John Watson,Sherlock,-9.751081006428276,0.4094360387448632,4.784145694573067
