,name,Show,principal component 1,principal component 2,principal component 3
534,D.I. Greg Lestrade,Sherlock,-4.9726616419999905,-0.2401442717810328,7.316141864484227
535,Mrs. Hudson,Sherlock,-6.118186756189183,4.133069929411598,-0.8530093688311812
536,Mycroft Holmes,Sherlock,0.18718158932914192,-12.437106313821364,5.0107360948960284
537,Molly Hooper,Sherlock,-8.649333714867403,4.319623114989213,7.055909665123533
538,Carrie Bradshaw,Sex and the City,1.911245048777756,6.82441838725522,-6.96319474263469
539,Charlotte York,Sex and the City,-11.281253514930512,2.7950684675864914,8.254173254387165
540,Miranda Hobbes,Sex and the City,-4.668337815267948,-8.928508777554889,3.016229926720312
541,Samantha Jones,Sex and the City,6.118428034425464,-0.192031059926709,-14.981067733607368
542,Mr. Big,Sex and the City,1.527770565651732,-7.606240594925741,1.9907211121639916
543,Steve Brady,Sex and the City,-3.6661121141269435,10.750780488178252,6.445265402503794
544,Seth,Superbad,12.076306088366968,7.7877638161591,0.25999562247096486
545,Evan,Superbad,-7.56409899768935,4.782196307103293,10.520895032201807
546,Fogell (McLovin),Superbad,1.8812242717389267,10.269828172609445,-0.4593474045783708
547,Jules,Superbad,-5.6856617489385695,4.653906158581763,-5.172707998610943
548,Becca,Superbad,-2.885517769024891,6.196733521464234,3.981754013844683
549,Officer Slater,Superbad,6.528309752761171,9.412225576154261,-0.5830529471856151
550,Jerry Seinfeld,Seinfeld,1.1570645909228785,2.0365701978311774,-0.11574076527865078
551,George Costanza ,Seinfeld,11.976859199295166,4.538216243539447,11.13518991354381
552,Elaine Benes,Seinfeld,4.368366829842494,2.83402513667572,-3.9464797941411627
553,Cosmo Kramer,Seinfeld,9.711055558662446,10.420543058679044,-8.81725646046366
554,Morty Seinfeld,Seinfeld,3.0786359182771497,0.7619557745177733,10.543342996981218
555,Helen Seinfeld,Seinfeld,-2.5769555928616437,-0.8934929600846434,9.265499363516776
556,Bruce Wayne,The Dark Knight,-0.5787009318123468,-9.038234681314368,-6.235654607863462
557,Alfred Pennyworth,The Dark Knight,-14.642687599121803,-4.035244342375254,0.4660107156948366
558,The Joker,The Dark Knight,12.517788663666758,-1.6530277184149877,-11.977938241815034
559,James Gordon,The Dark Knight,-10.563944681371684,-3.6550232831463716,1.4567476690640158
560,Harvey Dent,The Dark Knight,2.666826814885284,-5.001441733212049,0.6653180854259705
561,Rachel Dawes,The Dark Knight,-6.7329272164928105,-2.9300074044028044,2.828792960479389
562,Lucius Fox,The Dark Knight,-12.351416442765398,-4.237768733733044,-4.487516139271121
563,Anthony Garcia,The Dark Knight,0.4968290859795199,-3.733516361677448,7.7341347691971585
564,Lau,The Dark Knight,3.4162836830033063,-5.630850730688142,7.310122921650184
565,Sal Maroni,The Dark Knight,11.958526904846384,-3.7235876814563245,1.8650587843838857
566,Susan Mayer,Desperate Housewives,2.474678145195711,11.363983471246582,2.4545065083566464
567,Lynette Scavo,Desperate Housewives,-0.8723167102637781,-3.5109636904864616,-0.8455031627284029
568,Bree Van de Kamp,Desperate Housewives,-3.210128884738704,-9.416396079157902,3.8963874493911113
569,Gabrielle Solis,Desperate Housewives,7.163439827180258,1.2295570553469282,-8.538585043368718
570,Edie Britt,Desperate Housewives,11.681051324649946,-1.1638693005975247,-7.159827560590465
571,Carlos Solis,Desperate Housewives,4.171236494461481,-4.89282859910751,2.785532349261212
572,Julie Mayer ,Desperate Housewives,-5.933976464346306,4.187879458480122,6.824284528238223
573,Mary Alice Young,Desperate Housewives,-1.8888752448347867,-1.7090945730431695,4.898314537702969
574,Mike Delfino,Desperate Housewives,-5.010585198555945,-0.6256706564033908,-1.9755398063276606
575,Tom Scavo,Desperate Housewives,-0.08474220053297322,8.732771270548751,5.974954750593594
576,Sabrina Spellman,Chilling Adventures of Sabrina,0.11119081777922446,2.20540288354469,-10.081805715164364
577,Harvey Kinkle,Chilling Adventures of Sabrina,-4.384558572069411,6.499232746576048,5.2919234725496285
578,Hilda Spellman,Chilling Adventures of Sabrina,-8.125371536820303,13.419120842361519,-1.5174386098985837
579,Ambrose Spellman,Chilling Adventures of Sabrina,-3.321509373177812,2.8839490609281047,-8.590772390230962
580,Mary Wardwell,Chilling Adventures of Sabrina,6.5005338785747915,-7.692370752000428,-1.7200565135205552
581,Rosalind Walker,Chilling Adventures of Sabrina,-8.902550213150473,4.538185322777861,-1.0834368570269959
582,Prudence Night,Chilling Adventures of Sabrina,4.2250257868219645,-7.22096835357092,-6.862590123059378
583,Agatha,Chilling Adventures of Sabrina,7.7323334459662885,0.3490355505556081,7.8752579986340505
584,Father Faustus Blackwood,Chilling Adventures of Sabrina,12.244963205515385,-9.864152991678203,9.073896941062301
585,Zelda Spellman ,Chilling Adventures of Sabrina,0.24537785569050638,-11.063995551421872,0.19433522374387757
586,"Robert Crawley, 7th Earl of Grantham",Downton Abbey,-8.347186403738512,-3.445659543585109,5.582103774254835
587,Lady Sybil Crawley,Downton Abbey,-5.7158560528023905,5.629656733761564,-13.19737885134569
588,Lady Edith Crawley,Downton Abbey,-0.9029900051338632,1.484516584374829,4.394566057959328
589,Charlie Carson,Downton Abbey,-12.894088127418566,-8.340501545506042,6.3888757218876995
590,John Bates,Downton Abbey,-9.062786725122779,-4.220664149267752,1.7081271421372246
591,Lady Mary Crawley,Downton Abbey,0.30313322313147756,-7.990043384733218,-2.7314401600976543
592,Sarah O'Brien,Downton Abbey,11.125467280771195,-9.024034784743305,8.07052378448079
593,Anna Bates,Downton Abbey,-14.744824409707709,2.539045061268122,0.1715920876089474
594,Elsie Carson,Downton Abbey,-14.641641218785509,-2.7136045565437534,2.0921131916875835
595,William Mason,Downton Abbey,-7.530384047380244,9.04275340152461,8.209667561218348
596,Thomas Barrow,Downton Abbey,12.066870113922976,-4.1590396737214546,-0.6053343324546235
597,"Cora Crawley, Countess of Grantham",Downton Abbey,-9.738547396638817,2.468991994996687,-1.431091563861449
598,Daisy Mason,Downton Abbey,-1.757409909480233,8.666735836079908,2.5413899441519017
599,Beryl Patmore,Downton Abbey,-5.837381629067109,0.5230029472163858,2.058360403826421
600,"Violet Crawley, Dowager Countess of Grantham",Downton Abbey,-2.2246677758963025,-9.866538325649465,-1.9918118917231526
601,Dolores Abernathy,Westworld,-0.8660552670005719,-5.25233615907963,-6.920877786277859
602,Maeve Millay,Westworld,-0.7603319971045662,-6.720530083794607,-11.93826259006717
603,Bernard Lowe,Westworld,-9.53017604128985,-3.500757442391403,5.642407835767939
604,Teddy Flood,Westworld,-7.507605854527822,6.2163344026157095,7.410584337780628
605,Ashley Stubbs,Westworld,-3.3319969944084376,-6.241965563344353,4.553404982820995
606,Lee Sizemore,Westworld,7.714146722982845,3.9901380048762816,3.2570557924649095
607,Elsie Hughes,Westworld,-5.5540631897558805,-2.188915643722005,2.5884099463688006
608,Man in Black,Westworld,9.932802475529508,-12.415138323065385,-2.5597809296116303
609,Robert Ford,Westworld,0.9801891771720992,-8.333316762920402,-4.90602600540602
610,Theresa Cullen,Westworld,0.3756221486672598,-9.29813380569879,5.332719965353756
611,Charlotte Hale,Westworld,4.108758183508373,-10.923527550247497,-4.031818369313625
612,Akecheta,Westworld,-2.6015860092695675,-4.4416741670559095,-4.2330829176101465
613,Clementine Pennyfeather,Westworld,1.9514363269940311,6.839322597539534,3.200619386026208
614,Logan Delos,Westworld,14.9988778830847,1.8451661852224406,0.2539506207011041
615,Felix Lutz,Westworld,-4.154394262301677,6.232179597800394,8.466713495711545
616,Piper Chapman,Orange is the New Black,3.7141576443786137,1.4228546464423601,4.146672928655107
617,Alex Vause,Orange is the New Black,4.5006423535798294,-5.6807314942037594,-6.124021218290406
618,Sam Healy,Orange is the New Black,6.345456013786394,1.19030606458441,16.019675382943248
619,Red Reznikov ,Orange is the New Black,-0.34905769845319257,-8.734039295931657,-3.6421741565897663
620,Crazy Eyes,Orange is the New Black,4.230924121044527,11.08599119927581,-2.7718984433299334
621,Taystee Jefferson ,Orange is the New Black,-3.3532341944033672,1.2546844269493278,-7.605283896219086
622,Nicky Nichols,Orange is the New Black,7.070568545460489,2.9945952570643164,-9.439317644785714
623,Pennsatucky Doggett,Orange is the New Black,11.370541792691148,4.526173881807973,2.0905599474008256
624,Lorna Morello,Orange is the New Black,4.845938025741077,12.063506750287882,-0.7229961928221507
625,Flaca Gonzales,Orange is the New Black,6.940721053012326,6.249002624310274,-5.564898095482858
626,Cedric Daniels,The Wire,-9.640722518528861,-11.423563009617324,1.0335396893837754
627,Jimmy McNulty,The Wire,10.276167695673916,0.18382100974251864,-6.659424864911712
628,Kima Greggs,The Wire,-4.723074244230793,-6.507690480863752,-6.033723413549616
629,Lester Freamon,The Wire,-11.99493547206487,-4.408110241288376,-5.123163673891712
630,Bunk Moreland,The Wire,-1.4836557071447316,-0.5061664501845022,-2.1652721325937274
631,Thomas 'Herc' Hauk,The Wire,11.5223979456136,4.808722839607517,3.0486350176761876
632,Ellis Carver,The Wire,-0.25920350227471595,2.5357146848380316,-0.2367480966933104
633,Reginald 'Bubbles' Cousins,The Wire,0.8095056087758556,10.12162605749808,-3.6455558781116046
634,William Rawls,The Wire,8.645671750504045,-8.810080015471641,7.9212747998093
635,Roland 'Prez' Pryzbylewski,The Wire,-4.265704849710407,6.406154941213264,8.830242190758572
636,Rhonda Pearlman,The Wire,-4.845855936531029,-4.905087239732415,-0.9368803914263072
637,Omar Little,The Wire,0.9319334645934048,-6.0944514993354275,-12.503781684415207
638,Ervin Burrell,The Wire,2.782370446859585,-5.531734221468322,8.328541252186396
639,Preston 'Bodie' Broadus,The Wire,5.0241296071695976,0.2411735448341978,-2.9905920544811133
640,Russell 'Stringer' Bell,The Wire,-2.0375522098704315,-12.42616183126631,-4.839721014504819
641,Tommy Carcetti,The Wire,5.673194780250213,-3.6224792000454125,-1.1945486886685135
642,Avon Barksdale,The Wire,5.669108892184735,-8.008012888247576,-5.182734129300304
643,Chris Partlow,The Wire,3.1414122342425057,-6.214856378355316,0.5945538437710003
644,Norman Wilson,The Wire,-6.539227123279228,-4.652144886046547,-0.14713957874683506
645,Michael Lee,The Wire,-1.3155593672112225,-1.3491537421677424,-2.181380305903209
646,Maurice Levy,The Wire,7.055155242895353,-5.963290817182218,6.506330643005109
647,Beatrice 'Beadie' Russell,The Wire,-9.456763601780688,3.573014090093051,2.3729647606422883
648,Dennis 'Cutty' Wise,The Wire,-7.65878464428286,-1.4615081788114435,-2.214592241390844
649,D'Angelo Barksdale,The Wire,-1.2705955696387228,4.457818224409817,2.190560546822662
650,Clay Davis,The Wire,11.335361080430681,0.40852726067249007,-0.1224800702045154
651,Clarence Royce,The Wire,7.827879079115526,-3.0816850950692585,5.439941818893999
652,Spiros 'Vondas' Vondopoulos,The Wire,4.5792055295120235,-8.834088380281994,0.3551729350478069
653,Frank Sobotka,The Wire,4.923328497550225,-3.655224162720899,6.845772076319881
654,Ziggy Sobotka,The Wire,19.10161242339546,10.297934615588922,3.1449145081800136
655,Nick Sobotka,The Wire,7.5716223311143915,1.9808189685310533,4.403888479504709
656,Woody,Toy Story,-7.334671698787346,1.5765389212193333,0.5115566163341532
657,Buzz Lightyear,Toy Story,-2.8593843535402685,-1.4273165486680799,-4.855404455494438
658,Mr. Potato Head,Toy Story,4.414560123892287,-2.1290724481851715,7.001414827510929
659,Rex,Toy Story,-2.2504517390148466,15.480381216403446,2.933863830332446
660,Bo Peep,Toy Story,-9.574213856823569,2.9504950438948865,-2.697819669522107
661,Sid Phillips,Toy Story,19.922271713036068,-2.6370658813421803,3.633487440563382
662,Dale Cooper,Twin Peaks,-11.655563203475571,-1.1602345377269967,-7.782321630748454
663,Sheriff Truman,Twin Peaks,-10.935932086775683,0.21910663361918492,2.106244239789296
664,Shelly Johnson,Twin Peaks,-2.2806614592525536,6.734609237398051,-0.42982193741397556
665,Bobby Briggs,Twin Peaks,14.897485137965617,3.1736198711227703,-2.382185600267048
666,Benjamin Horne,Twin Peaks,11.285107898841266,-6.007571481551287,2.4668040086723293
667,Audrey Horne,Twin Peaks,6.587527695344273,0.6043769265312504,-11.552759356829256
668,Norma Jennings,Twin Peaks,-9.445517280676366,2.834504898713321,-0.7152943041323537
669,James Hurley,Twin Peaks,2.547085297458359,5.919814853394405,6.843656139798663
670,Ed Hurley,Twin Peaks,-6.363180811614314,0.42081068131008326,7.2614432901956425
671,Pete Martell,Twin Peaks,-3.519634518241841,8.515277215554548,6.756716896710205
672,Leland Palmer,Twin Peaks,10.127951420884425,-1.6791054521284126,3.2183004954827203
673,Josie Packard,Twin Peaks,-0.2500472625435311,-4.675973429216355,0.13749597048989864
674,Catherine Martell,Twin Peaks,9.209067932751385,-9.791904691273613,0.00488504743754152
675,Lucy Moran,Twin Peaks,-1.6042587549631941,14.523089729770131,1.937371832174193
676,Donna Hayward,Twin Peaks,0.9617934473018636,0.5547054802241554,-0.524596899326301
677,Michael Scott,The Office,7.313820622802161,14.329015948216654,-2.968135886602685
678,Dwight Schrute,The Office,3.7986002571408664,-9.456687575426988,1.8528325625793165
679,Jim Halpert,The Office,-5.259269693922392,5.7101159987400445,-5.694583527872701
680,Pam Beesly,The Office,-11.4135943260965,8.603457375922876,1.4356200788441362
681,Ryan Howard,The Office,13.04170754254534,0.46924692787095607,3.3481361628890705
682,Andy Bernard,The Office,4.568268255246587,9.827323437227111,4.7044997863416205
683,Jan Levinson,The Office,9.31017645473197,-8.533559109934886,2.8159023832290675
684,Stanley Hudson,The Office,0.5501491778009875,-5.202108257994243,7.571687159409572
685,Kevin Malone,The Office,4.784621761386959,16.311495880149053,5.842220351402073
686,Meredith Palmer,The Office,15.200101315848045,6.051615235644563,-1.0122035321455551
687,Angela Martin,The Office,0.9971694020235917,-11.170726624538192,13.047167567353348
688,Phyllis Lapin,The Office,-4.002021251927335,7.890725283236818,6.812811160549151
689,Kelly Kapoor,The Office,10.274094847223104,8.585520802659328,-2.980818506799811
690,Kelly Erin Hannon,The Office,-4.3842717742487265,16.59581123667995,1.9995648157273336
691,Robert California,The Office,12.277833559221524,-3.4913044244810174,-2.683518325522366
692,Rust Cohle,True Detective,3.5300603902447034,-6.145980698209511,-4.215228298150265
693,Marty Hart,True Detective,5.095847191650371,-1.7295191944144863,5.569898612302552
694,Maggie Hart,True Detective,-4.013454273797154,-0.2481815342180985,3.5282332519610553
695,Dallas,Alien,-2.116326928681637,-2.1958370564082244,1.6318950064497126
696,Ellen Ripley,Alien,-5.68423569370973,-7.827003669726746,-7.143785358194109
697,Lambert,Alien,1.89962940935894,3.0291068789884052,6.392526532310583
698,Ash,Alien,1.812255815542785,-10.412872910340639,8.176058049363258
699,the Alien,Alien,7.6175556714617825,-10.140111422198652,-6.451697095633708
700,Parker,Alien,1.670480921700636,7.148358844516814,-4.0952817404410595
701,Michael Bluth,Arrested Development,-6.496346992771593,-3.468625311772327,8.742178713701046
702,Lindsay Bluth Funke ,Arrested Development,14.419515550800845,6.520305791896407,-1.5731627519443157
703,George Oscar 'Gob' Bluth,Arrested Development,17.11119614267429,8.096810076292899,-0.49196920938780053
704,George Michael Bluth,Arrested Development,-7.991920203432648,8.732502120946913,13.283534136151767
705,Maeby Funke,Arrested Development,9.897052548080671,0.5784005397311186,-9.564633138840081
706,Buster Bluth,Arrested Development,3.470042752835418,13.17142475019408,11.766962695194714
707,Tobias Funke ,Arrested Development,6.913908667901636,15.005532409920894,4.30601020122136
708,"George Bluth, Sr.",Arrested Development,14.565722051761684,-2.5157108030372846,1.2642952552433075
709,Oscar Bluth,Arrested Development,12.62192568965417,8.081631574656281,2.171025569778958
710,Lucille Bluth,Arrested Development,12.620572022605106,-7.540119501463414,1.2736797965081674
711,Jack O'Neill,Stargate SG-1,-0.30568262015057734,-2.6885249113841145,-6.527505882573487
712,Daniel Jackson,Stargate SG-1,-10.389754616194443,2.337344367606356,-0.9277607423009254
713,Samantha Carter,Stargate SG-1,-13.301490449064422,-3.5417578698708176,-4.722680434374571
714,Teal'c,Stargate SG-1,-10.921549345917096,-7.202422023556397,-3.113527404378221
715,George S. Hammond,Stargate SG-1,-11.488376655197515,-8.106259331603928,3.132024345450902
716,Janet Fraiser,Stargate SG-1,-13.954382687248437,-3.370267094628167,-0.3498852293004203
717,Princess Anna Karenina,Anna Karenina,5.343589455815669,3.772860454939398,-5.189303868884494
718,Count Alexei Karenin,Anna Karenina,-3.4884164251891288,-7.6942722499622045,11.49663665835211
719,Count Alexei Vronsky,Anna Karenina,6.471143948993736,2.5580032262371777,-3.9651501590126714
720,Princess Darya 'Dolly' Oblonskaya,Anna Karenina,-5.8563928712229965,1.686791107262795,9.60064434036606
721,Prince Stepan 'Stiva' Oblonsky,Anna Karenina,3.9631330330416716,7.661919581495809,2.162334654214662
722,Konstantin 'Kostya' Levin,Anna Karenina,-5.890521733054731,3.9973406234981836,6.340029374487174
723,Princess Elizaveta 'Betsy' Tverskaya,Anna Karenina,6.577599522996942,4.304096934715608,0.9998898695334916
724,Princess Ekaterina 'Kitty' Shcherbatskaya,Anna Karenina,-3.6189795360668344,8.170887219467858,3.7638851894083127
725,Countess Vronskaya,Anna Karenina,1.8295290394048815,-4.858936878872107,6.630636671153497
726,Countess Lidia Ivanovna,Anna Karenina,1.9293604345245412,-3.2781503799697287,9.008877573361145
727,Neo,The Matrix,-4.810371703247698,-0.9652764333442814,-5.045242661349891
728,Morpheus,The Matrix,-6.5670001103872435,-5.710459154213139,-7.26951947169683
729,Trinity,The Matrix,-4.5345742705598004,-6.904754233517207,-6.2675254530761935
730,Agent Smith,The Matrix,5.616979359455596,-13.85764383254596,5.3281780221717066
731,Cypher,The Matrix,14.47344733717733,-1.4712089023810087,6.1729221186765
732,The Oracle,The Matrix,-8.457880640023987,2.811748791787178,-6.13619437062449
733,Dagny Taggart,Atlas Shrugged,-3.8079607909042217,-9.67320962743753,-6.052378641296498
734,Henry Rearden ,Atlas Shrugged,-4.153544612962289,-8.33936983010293,-2.646078126873254
735,James Taggart,Atlas Shrugged,10.860864115546862,5.228383203784009,11.811156450027937
736,John Galt,Atlas Shrugged,-2.1544499215876436,-8.012527156348577,-8.200901536069297
737,Ellis Wyatt,Atlas Shrugged,0.2571905200292369,-5.25136055476179,-1.122331130590392
738,Francisco d'Anconia,Atlas Shrugged,2.2415885978885206,-2.5886461753816814,-10.309590354065243
739,Jon Snow,Game of Thrones,-6.96125649667246,-0.6545290675742682,-1.1315979117875747
740,Tyrion Lannister,Game of Thrones,-0.8729141194473671,-0.6396279570191244,-8.892534441894181
741,Daenerys Targaryen,Game of Thrones,1.7840104466285784,-4.434261540849288,-8.809308452410619
742,Sansa Stark,Game of Thrones,-4.144834631700162,-4.667332903549605,1.8510490810999105
743,Arya Stark,Game of Thrones,2.3337910772907904,-5.820540749935351,-12.524815473953458
744,Jaime Lannister,Game of Thrones,2.821351470915003,-0.8244680274498299,-2.9578393892241226
745,Samwell Tarly,Game of Thrones,-11.889135672238787,9.197549350577079,4.928433142642184
746,Jorah Mormont,Game of Thrones,-7.1548891295725205,-1.6357942629362792,1.9696595887840151
747,Theon Greyjoy,Game of Thrones,9.070262506998715,5.617427307069172,8.35221908585647
748,Petyr Baelish,Game of Thrones,11.265271008788105,-6.250868836206109,-0.4775205019768618
749,Davos Seaworth,Game of Thrones,-9.245913029314627,-1.1239973059066088,1.0381449020682336
750,Eddard Stark,Game of Thrones,-11.920230479861688,-2.586197699956643,2.487180104736736
751,Brandon Stark,Game of Thrones,-3.7355878554093627,-1.890437356981433,4.546242183060385
752,Brienne of Tarth,Game of Thrones,-9.659087697339237,-5.936431398441321,-2.3517016434938194
753,Sandor Clegane,Game of Thrones,6.381306353407627,-6.9653037399759,-0.5845772026933526
754,Varys,Game of Thrones,-0.5199540096074569,-5.301515462275039,-1.1082488317934431
755,Catelyn Stark,Game of Thrones,-6.953109192609396,-3.507503269978261,3.8347890836458074
756,Tywin Lannister,Game of Thrones,4.680484873639581,-15.853042050681346,4.403959795223592
757,Margaery Tyrell,Game of Thrones,-1.1484399949850577,-1.3288076900246693,-7.240911416195566
758,Robb Stark,Game of Thrones,-5.559697121867561,1.0045084947413812,-0.9664834353548934
759,Bronn,Game of Thrones,8.551069520424258,-0.5625693291152745,-6.537537434717022
760,Stannis Baratheon,Game of Thrones,8.060176279823057,-6.794716642761658,10.27217758855389
761,Joffrey Baratheon,Game of Thrones,21.149449203121907,-0.6979081950174252,8.258384485857833
762,Melisandre,Game of Thrones,6.289849482296646,-5.603188032506847,-4.130945059984898
763,Olenna Tyrell,Game of Thrones,-1.251653749342637,-8.291041364701577,-7.875550828315335
764,Ygritte,Game of Thrones,4.161551091763042,-1.3892856039416361,-8.965848796972939
765,Cersei Lannister,Game of Thrones,11.054977370146814,-10.8676796252254,-2.2202908520643048
766,Shae,Game of Thrones,7.465967981427059,4.004962618393074,-1.7145708338658436
767,Oberyn Martell,Game of Thrones,4.555050620050117,2.5082766192145742,-10.71177742411816
768,Asha Greyjoy,Game of Thrones,3.251190250204173,-5.85636040808942,-5.844878745432472
769,Dom Cobb,Inception,1.2179893145028584,-4.702428192175858,-3.185761675645927
770,Arthur,Inception,-8.536111483094981,-0.42497049930476094,-0.8604444148208694
771,Ariadne,Inception,-7.293557797516214,1.2505554681626698,-1.8721846299488125
772,Mal Cobb,Inception,8.243511805682406,-3.709603942405434,-1.1951547971127108
773,Mr. Saito,Inception,-0.7118425480506633,-8.079344233917697,1.53277408056209
774,Robert Fischer,Inception,-0.3318897955204499,-3.4625582223785845,7.984371185059977
775,Frodo Baggins,Lord of the Rings,-6.101014478238389,5.314728294522783,3.1466954284206468
776,Aragorn,Lord of the Rings,-8.368499363587198,-4.573137272743483,-6.6685941507535516
777,Boromir,Lord of the Rings,3.4479723934577264,-4.409215959557015,1.0633597349011958
778,Merry Brandybuck,Lord of the Rings,0.2537936888574481,14.106404406845751,-3.3558387416792175
779,Samwise Gamgee,Lord of the Rings,-11.671879854303265,6.494738006648165,3.995316977296747
780,Gandalf,Lord of the Rings,-8.744828842988731,-3.3249353566835187,-7.943525693388231
781,Gimli,Lord of the Rings,2.9528090353203984,-1.41639887447797,-1.6799035402443911
782,Legolas,Lord of the Rings,-9.304938866666806,-4.306302884379761,-5.49795868228137
783,Pippin Took,Lord of the Rings,0.6876406251470473,13.607843484226345,-1.5567798051670751
784,Gollum,Lord of the Rings,16.9529543845839,0.14551650176832287,5.143921673077319
785,Tony Stark,Marvel Cinematic Universe,1.2017036134913741,-3.6941963423870616,-9.668752736163546
786,Captain America,Marvel Cinematic Universe,-12.232047870868504,-2.8826531887139533,-0.46967303371589214
787,Black Widow,Marvel Cinematic Universe,-2.2108007348055656,-7.342880759896923,-7.804470006573617
788,Bruce Banner,Marvel Cinematic Universe,-8.552075802335182,0.5787772009350589,3.5824238542325166
789,Captain Marvel,Marvel Cinematic Universe,-2.4181592658179927,-4.629915538230311,-5.068278193020385
790,Thor,Marvel Cinematic Universe,-0.49737739235752026,3.194389202505523,-8.381473685315067
791,Nick Fury,Marvel Cinematic Universe,-1.2600787325960063,-11.692287365906918,-3.459910289131951
792,Dr. Strange,Marvel Cinematic Universe,-5.858901542983392,-7.774137728898867,-3.073812416394609
793,Black Panther,Marvel Cinematic Universe,-11.14953439820134,-4.614819374311248,-5.593813430936329
794,Gamora,Marvel Cinematic Universe,-0.45631805313242024,-7.9024996414710005,-5.532829801795672
795,Thanos,Marvel Cinematic Universe,8.145919542216038,-11.211783641520121,0.28994607308500736
796,Peggy Carter,Marvel Cinematic Universe,-10.995111311123084,-4.835527796971577,-3.594959713620815
797,Loki,Marvel Cinematic Universe,9.767767665612883,-1.8821874746722038,-7.488523634821521
798,Hawkeye,Marvel Cinematic Universe,-2.3508903425920553,-0.6095302612944945,-0.940267351703924
799,Peter Jason Quill,Marvel Cinematic Universe,7.162434852315023,10.944255687849825,-7.732454976981186
